"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc"
"12","omtribewqx","batch_112551","2009-06-02","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",84.85,"idexxquantitray","mpn","mpn"
"13","omtribewqx","batch_112552","2009-03-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",95.9,"idexxquantitray","mpn","mpn"
"14","omtribewqx","batch_112553","2009-09-22","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",194,"idexxquantitray","mpn","mpn"
"15","omtribewqx","batch_112550","2009-08-23","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",79.8,"idexxquantitray","mpn","mpn"
"16","omtribewqx","batch_112554","2009-05-03","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1990,"idexxquantitray","mpn","mpn"
"17","omtribewqx","batch_112479","2009-09-22","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",162,"idexxquantitray","mpn","mpn"
"18","omtribewqx","batch_112477","2009-08-23","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",128,"idexxquantitray","mpn","mpn"
"19","omtribewqx","batch_112476","2009-06-02","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",51.2,"idexxquantitray","mpn","mpn"
"20","omtribewqx","batch_112474","2009-03-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",21.6,"idexxquantitray","mpn","mpn"
"21","omtribewqx","batch_112480","2009-05-03","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",2420,"idexxquantitray","mpn","mpn"
"22","omtribewqx","batch_112475","2009-06-02","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",21.8,"idexxquantitray","mpn","mpn"
"23","omtribewqx","batch_147719","2009-08-23","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",770,"idexxquantitray","mpn","mpn"
"24","omtribewqx","batch_147715","2009-06-02","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",66.85,"idexxquantitray","mpn","mpn"
"25","omtribewqx","batch_147718","2009-05-03","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",770,"idexxquantitray","mpn","mpn"
"26","omtribewqx","batch_147716","2009-03-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",133,"idexxquantitray","mpn","mpn"
"27","omtribewqx","batch_147720","2009-06-02","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",63.05,"idexxquantitray","mpn","mpn"
"28","omtribewqx","batch_147725","2009-05-03","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1010,"idexxquantitray","mpn","mpn"
"29","omtribewqx","batch_147722","2009-03-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",185,"idexxquantitray","mpn","mpn"
"30","omtribewqx","batch_147723","2009-09-22","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",613,"idexxquantitray","mpn","mpn"
"31","omtribewqx","batch_147721","2009-08-23","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",101,"idexxquantitray","mpn","mpn"
"32","omtribewqx","batch_112468","2010-07-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",30.1,"idexxquantitray","mpn","mpn"
"33","omtribewqx","batch_112465","2010-12-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",4.1,"idexxquantitray","mpn","mpn"
"34","omtribewqx","batch_112466","2010-06-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",18.1,"idexxquantitray","mpn","mpn"
"35","omtribewqx","batch_112467","2010-08-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",25.9,"idexxquantitray","mpn","mpn"
"36","omtribewqx","batch_112469","2010-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",31.3,"idexxquantitray","mpn","mpn"
"37","omtribewqx","batch_112472","2010-11-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",411,"idexxquantitray","mpn","mpn"
"38","omtribewqx","batch_112471","2010-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",121,"idexxquantitray","mpn","mpn"
"39","omtribewqx","batch_112487","2010-07-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",93.3,"idexxquantitray","mpn","mpn"
"40","omtribewqx","batch_112483","2010-12-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",10.9,"idexxquantitray","mpn","mpn"
"41","omtribewqx","batch_112484","2010-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",34.5,"idexxquantitray","mpn","mpn"
"42","omtribewqx","batch_112489","2010-11-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",308,"idexxquantitray","mpn","mpn"
"43","omtribewqx","batch_112486","2010-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",54.8,"idexxquantitray","mpn","mpn"
"44","omtribewqx","batch_112485","2010-08-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",35.5,"idexxquantitray","mpn","mpn"
"45","omtribewqx","batch_112488","2010-06-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",248,"idexxquantitray","mpn","mpn"
"46","omtribewqx","batch_147787","2010-11-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",210,"idexxquantitray","mpn","mpn"
"47","omtribewqx","batch_147792","2010-07-15","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",2420,"idexxquantitray","mpn","mpn"
"48","omtribewqx","batch_147789","2010-08-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",365,"idexxquantitray","mpn","mpn"
"49","omtribewqx","batch_147790","2010-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",548,"idexxquantitray","mpn","mpn"
"50","omtribewqx","batch_147784","2010-12-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",4.1,"idexxquantitray","mpn","mpn"
"51","omtribewqx","batch_147788","2010-06-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",248,"idexxquantitray","mpn","mpn"
"52","omtribewqx","batch_147791","2010-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1120,"idexxquantitray","mpn","mpn"
"53","omtribewqx","batch_147704","2010-11-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",167,"idexxquantitray","mpn","mpn"
"54","omtribewqx","batch_147711","2010-08-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",980,"idexxquantitray","mpn","mpn"
"55","omtribewqx","batch_147697","2010-12-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",3.1,"idexxquantitray","mpn","mpn"
"56","omtribewqx","batch_147698","2010-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",12,"idexxquantitray","mpn","mpn"
"57","omtribewqx","batch_147702","2010-07-15","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",147,"idexxquantitray","mpn","mpn"
"58","omtribewqx","batch_147706","2010-06-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",210,"idexxquantitray","mpn","mpn"
"59","omtribewqx","batch_147708","2010-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",435,"idexxquantitray","mpn","mpn"
"60","omtribewqx","batch_147506","2010-11-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",236,"idexxquantitray","mpn","mpn"
"61","omtribewqx","batch_147505","2010-07-15","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",161,"idexxquantitray","mpn","mpn"
"62","omtribewqx","batch_147502","2010-09-14","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",49.5,"idexxquantitray","mpn","mpn"
"63","omtribewqx","batch_147504","2010-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",150,"idexxquantitray","mpn","mpn"
"64","omtribewqx","batch_147501","2010-12-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",27.5,"idexxquantitray","mpn","mpn"
"65","omtribewqx","batch_147503","2010-06-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",129,"idexxquantitray","mpn","mpn"
"66","omtribewqx","batch_147507","2010-08-17","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Arkansas-Keystone","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",387,"idexxquantitray","mpn","mpn"
