"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"28","ccueql","batchb_1583","2014-01-07","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"29","ccueql","batchb_1648","2014-09-23","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",67,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"30","ccueql","batchb_1585","2014-11-18","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"31","ccueql","batchb_1589","2014-02-25","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"32","ccueql","batchb_1635","2014-08-12","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"33","ccueql","batchb_1613","2014-08-26","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"34","ccueql","batchb_1714","2014-09-09","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"35","ccueql","batchb_1614","2014-03-25","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"36","ccueql","batchb_1711","2014-07-22","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",34,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"37","ccueql","batchb_1598","2015-05-26","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"38","ccueql","batchb_1697","2015-10-27","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"39","ccueql","batchb_1694","2015-12-08","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",67,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"40","ccueql","batchb_1596","2015-03-10","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"41","ccueql","batchb_1650","2015-09-08","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"42","ccueql","batchb_1599","2015-02-24","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"43","ccueql","batchb_1739","2015-11-03","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"44","ccueql","batchb_1700","2015-06-23","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"45","ccueql","batchb_1732","2015-08-11","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"46","ccueql","batchb_1597","2015-03-24","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"47","ccueql","batchb_1712","2015-07-07","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"48","ccueql","batchb_1726","2015-05-12","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"49","ccueql","batchb_1703","2015-11-17","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"50","ccueql","batchb_1637","2015-09-22","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"51","ccueql","batchb_1701","2015-07-21","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"52","ccueql","batchb_1733","2015-06-09","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"53","ccueql","batchb_1602","2015-04-21","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"54","ccueql","batchb_1600","2015-02-10","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"55","ccueql","batchb_1601","2015-01-13","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"56","ccueql","batchb_1618","2015-01-27","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"57","ccueql","batchb_1674","2016-08-23","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
"58","ccueql","batchb_1681","2016-11-15","nc","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Appalachian Piedmont","Mid-Atlantic Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river",0,"coliscanEasygel","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA
