"","study_sh","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"11","usgswv","2017-06-27","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"12","usgswv","2017-06-20","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",16,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"13","usgswv","2017-06-20","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"14","usgswv","2017-06-14","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"15","usgswv","2017-06-21","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"16","usgswv","2017-06-14","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"17","usgswv","2017-07-18","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"18","usgswv","2008-05-27","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"19","usgswv","2008-05-27","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"20","usgswv","2018-07-17","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"21","usgswv","2018-08-15","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"22","usgswv","2018-08-15","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"23","usgswv","2018-07-10","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"24","usgswv","2007-05-30","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"25","usgswv","2018-06-24","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"26","usgswv","2018-06-25","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"27","usgswv","2018-06-25","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"28","usgswv","2006-05-29","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",15,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"29","usgswv","2008-06-09","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"30","usgswv","2008-06-11","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"31","usgswv","2016-08-24","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"32","usgswv","2016-09-05","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"33","usgswv","2016-09-06","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"34","usgswv","2016-08-21","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"35","usgswv","2016-08-22","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"36","usgswv","2016-08-10","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"37","usgswv","2016-08-22","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"38","usgswv","2021-11-15","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"39","usgswv","2021-10-25","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"40","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"41","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"42","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",12,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"43","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",12,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"44","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"45","usgswv","2021-12-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"46","usgswv","2021-12-14","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"47","usgswv","2021-10-26","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"48","usgswv","2021-11-16","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Cumberlands And Southern Ridge And Valley","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","river","river","surfacewater","stream/river",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"49","usgswv","2010-06-02","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"50","usgswv","2015-07-07","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"51","usgswv","2018-07-10","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"52","usgswv","2018-07-08","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"53","usgswv","2018-07-09","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Upper Ohio","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"54","usgswv","2006-05-10","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Chesapeake Bay","Central Appalachian Forest","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Potomac","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"55","usgswv","2007-05-15","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Chesapeake Bay","Central Appalachian Forest","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Potomac","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"56","usgswv","2008-06-17","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Central Appalachian Forest","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"57","usgswv","2008-06-18","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Central Appalachian Forest","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"58","usgswv","2008-06-16","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Central Appalachian Forest","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"59","usgswv","2008-05-14","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Central Appalachian Forest","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"60","usgswv","2008-05-13","wv","South Atlantic","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Teays - Old Ohio","Central Appalachian Forest","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Kanawha","Eastern Mountains","Mid-Atlantic","freshwater","groundwater","groundwater","groundwater","groundwater",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
