"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"27","usiouxwqx","batch_121134","2010-06-15","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",99,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"28","usiouxwqx","batch_121139","2010-08-15","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",260.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"29","usiouxwqx","batch_121126","2010-05-12","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",32.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"30","usiouxwqx","batch_121122","2010-05-26","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",17.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"31","usiouxwqx","batch_121118","2010-07-26","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",12,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"32","usiouxwqx","batch_121133","2010-09-29","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",95.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"33","usiouxwqx","batch_121128","2010-08-25","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",45,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"34","usiouxwqx","batch_121080","2011-10-23","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",22.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"35","usiouxwqx","batch_121136","2011-05-23","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",114.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"36","usiouxwqx","batch_121109","2011-06-21","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",686.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"37","usiouxwqx","batch_121091","2011-07-18","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",42.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"38","usiouxwqx","batch_121102","2011-05-23","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",128.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"39","usiouxwqx","batch_121085","2011-08-24","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",30.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"40","usiouxwqx","batch_121101","2012-05-29","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",124.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"41","usiouxwqx","batch_121082","2012-08-20","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"42","usiouxwqx","batch_121079","2012-09-26","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",21.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"43","usiouxwqx","batch_121131","2012-02-16","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",71.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"44","usiouxwqx","batch_121078","2012-07-25","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",21.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"45","usiouxwqx","batch_121072","2012-04-23","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",14.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"46","usiouxwqx","batch_121069","2012-04-23","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"47","usiouxwqx","batch_121089","2012-03-28","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",36.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"48","usiouxwqx","batch_121132","2012-02-16","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",73.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"49","usiouxwqx","batch_121084","2012-10-21","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",29.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"50","usiouxwqx","batch_121097","2012-06-25","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",71.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"51","usiouxwqx","batch_121071","2013-05-15","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",9.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"52","usiouxwqx","batch_121068","2013-08-13","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"53","usiouxwqx","batch_121104","2013-11-24","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",161.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"54","usiouxwqx","batch_121103","2013-11-24","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",157.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"55","usiouxwqx","batch_121092","2013-07-10","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",44.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"56","usiouxwqx","batch_121110","2013-09-18","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",1046.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"57","usiouxwqx","batch_121111","2013-06-17","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",1119.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"58","usiouxwqx","batch_121096","2013-10-06","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",50.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"59","usiouxwqx","batch_121083","2014-09-15","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",26.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"60","usiouxwqx","batch_121073","2014-10-19","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",14.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"61","usiouxwqx","batch_121100","2014-08-13","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",121.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"62","usiouxwqx","batch_121081","2014-07-21","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",23.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"63","usiouxwqx","batch_121093","2014-05-27","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",46.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"64","usiouxwqx","batch_121099","2015-08-24","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",111.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"65","usiouxwqx","batch_121086","2015-06-01","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"66","usiouxwqx","batch_121070","2015-05-03","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river",8.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
