"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"11","sagin01wqx","mi_17341","2014-08-11","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",154.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"12","sagin01wqx","mi_17402","2014-05-27","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",109,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"13","sagin01wqx","mi_16788","2014-08-18","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",27.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"14","sagin01wqx","mi_17157","2014-07-29","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",454.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"15","sagin01wqx","mi_17239","2014-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",221,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"16","sagin01wqx","mi_17337","2014-06-24","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1828.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"17","sagin01wqx","mi_17050","2014-09-17","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"18","sagin01wqx","mi_17280","2014-05-27","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",217.33,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"19","sagin01wqx","mi_17035","2014-06-10","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1196.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"20","sagin01wqx","mi_17055","2014-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",565.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"21","sagin01wqx","mi_17164","2014-09-17","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",178.33,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"22","sagin01wqx","mi_16774","2014-08-25","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",457.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"23","sagin01wqx","mi_16979","2014-07-29","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",272.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"24","sagin01wqx","mi_17179","2014-08-04","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1700.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"25","sagin01wqx","mi_17103","2014-06-30","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",27.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"26","sagin01wqx","mi_16825","2014-08-18","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",355.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"27","sagin01wqx","mi_16896","2014-07-08","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",479,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"28","sagin01wqx","mi_16768","2014-06-24","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",725.33,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"29","sagin01wqx","mi_16804","2014-08-11","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1769.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"30","sagin01wqx","mi_16855","2014-06-10","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",259.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"31","sagin01wqx","mi_17307","2014-07-29","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"32","sagin01wqx","mi_17404","2014-08-25","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",64.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"33","sagin01wqx","mi_17389","2014-09-17","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",61.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"34","sagin01wqx","mi_17159","2014-07-08","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",17.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"35","sagin01wqx","mi_16947","2014-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",53.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"36","sagin01wqx","mi_16864","2014-08-04","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"37","sagin01wqx","mi_16771","2014-06-24","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",317.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"38","sagin01wqx","mi_17359","2014-06-30","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",20.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"39","sagin01wqx","mi_16834","2014-08-11","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",691,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"40","sagin01wqx","mi_16860","2014-08-18","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",62,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"41","sagin01wqx","mi_17296","2014-05-27","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",39.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"42","sagin01wqx","mi_19868","2018-06-03","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",454,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"43","sagin01wqx","mi_19839","2018-06-03","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",246.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"44","sagin01wqx","mi_20096","2018-06-03","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",150.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"45","sagin01wqx","mi_21059","2019-06-17","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",486.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"46","sagin01wqx","mi_21057","2019-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",685.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"47","sagin01wqx","mi_20509","2019-06-24","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",540.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"48","sagin01wqx","mi_21180","2019-08-12","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",369,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"49","sagin01wqx","mi_20890","2019-08-19","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",27.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"50","sagin01wqx","mi_21104","2019-07-08","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",266.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"51","sagin01wqx","mi_21033","2019-07-22","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",132.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"52","sagin01wqx","mi_20815","2019-08-05","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",164.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"53","sagin01wqx","mi_21081","2019-08-26","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",632.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"54","sagin01wqx","mi_20551","2019-05-28","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",351.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"55","sagin01wqx","mi_21183","2019-07-29","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",111.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"56","sagin01wqx","mi_21113","2019-06-30","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",341,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"57","sagin01wqx","mi_21015","2019-06-10","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",2005,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"58","sagin01wqx","mi_21152","2019-08-12","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",225.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"59","sagin01wqx","mi_21125","2019-08-05","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",196.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"60","sagin01wqx","mi_21151","2019-08-19","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",149.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"61","sagin01wqx","mi_21054","2019-07-22","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",208.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"62","sagin01wqx","mi_20837","2019-08-26","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1020.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"63","sagin01wqx","mi_21060","2019-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",2005,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"64","sagin01wqx","mi_21110","2019-06-30","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",293,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"65","sagin01wqx","mi_21142","2019-05-28","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",300.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"66","sagin01wqx","mi_21178","2019-06-17","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"67","sagin01wqx","mi_20745","2019-06-10","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",2005,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"68","sagin01wqx","mi_20818","2019-06-24","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",203.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"69","sagin01wqx","mi_20749","2019-07-29","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",147.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"70","sagin01wqx","mi_21188","2019-07-08","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",211.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"71","sagin01wqx","mi_20892","2019-06-30","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",218,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"72","sagin01wqx","mi_21168","2019-07-15","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",1700.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"73","sagin01wqx","mi_20863","2019-08-05","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",49.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"74","sagin01wqx","mi_21149","2019-08-19","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",53,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"75","sagin01wqx","mi_20755","2019-08-12","mi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Great Lakes","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","na",138.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
