"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"28","21nmexwqx","batch1_und100_50146","2014-09-01","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",154.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"29","21nmexwqx","batch1_und100_50148","2014-08-11","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",148.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"30","21nmexwqx","batch1_und100_50145","2014-10-06","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",110.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"31","21nmexwqx","batch1_und100_50147","2014-07-13","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",686.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"32","21nmexwqx","batch1_und100_50149","2014-03-18","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",14.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"33","21nmexwqx","batch1_und100_50150","2014-04-28","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",33.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"34","21nmexwqx","batch1_und100_50151","2014-05-11","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",68.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"35","21nmexwqx","batch1_und100_50126","2014-08-12","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",235.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"36","21nmexwqx","batch1_und100_50125","2014-07-13","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",143.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"37","21nmexwqx","batch1_und100_50122","2014-09-02","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",48.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"38","21nmexwqx","batch1_und100_50123","2014-05-11","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",55.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"39","21nmexwqx","batch1_und100_50124","2014-10-07","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",133.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"40","21nmexwqx","batch1_und100_50129","2014-06-11","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",19.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"41","21nmexwqx","batch1_und100_50127","2014-04-28","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",13.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"42","21nmexwqx","batch1_und100_50128","2014-03-19","nm","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Upper Rio Grande - Bravo","Arizona-New Mexico Mountains","temperate upland rivers","Temperate Conifer Forests","Rio Grande Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",10.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"43","21nmexwqx","batch1_und100_32070","2019-04-10","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",0.99,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"44","21nmexwqx","batch1_und100_32071","2019-08-13","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",9.79,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"45","21nmexwqx","batch1_und100_24396","2019-08-13","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",10.78,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"46","21nmexwqx","batch1_und100_24392","2019-04-10","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",3.06,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"47","21nmexwqx","batch1_und100_24391","2019-08-13","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",9.69,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"48","21nmexwqx","batch1_und100_24393","2019-04-10","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",2.605,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"49","21nmexwqx","batch1_und100_52708","2019-06-04","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"50","21nmexwqx","batch1_und100_52710","2019-04-09","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",193.49,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"51","21nmexwqx","batch1_und100_52709","2019-09-23","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",76.65,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"52","21nmexwqx","batch1_und100_52711","2019-08-19","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",686.67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"53","21nmexwqx","batch1_und100_66713","2019-09-24","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",90.63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"54","21nmexwqx","batch1_und100_66714","2019-04-09","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",21.57,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"55","21nmexwqx","batch1_und100_66711","2019-08-19","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"56","21nmexwqx","batch1_und100_66712","2019-06-04","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",28.82,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"57","21nmexwqx","batch2_224275","2019-06-04","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","pond","pond","surfacewater","pond/lake",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"58","21nmexwqx","batch1_und100_52655","2019-04-09","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",11.405,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"59","21nmexwqx","batch1_und100_52656","2019-08-13","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",2419.57,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"60","21nmexwqx","batch1_und100_66710","2019-08-19","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",3.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"61","21nmexwqx","batch1_und100_66708","2019-09-24","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",14.235,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"62","21nmexwqx","batch1_und100_66709","2019-06-04","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",2.58,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"63","21nmexwqx","batch1_und100_66707","2019-04-09","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",2.02,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"64","21nmexwqx","batch1_und100_69250","2019-08-19","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",13.23,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"65","21nmexwqx","batch1_und100_69249","2019-06-03","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",11.99,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"66","21nmexwqx","batch1_und100_69252","2019-09-23","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",25.59,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"67","21nmexwqx","batch1_und100_8691","2019-06-03","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",5.21,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"68","21nmexwqx","batch1_und100_24408","2019-09-23","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","stream","stream","surfacewater","stream/river",6.26,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"69","21nmexwqx","batch1_und100_24389","2019-09-23","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",9.69,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"70","21nmexwqx","batch1_und100_24388","2019-06-02","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","river","river","surfacewater","stream/river",42.57,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"71","21nmexwqx","batch2_149340","2019-09-30","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",3.06,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"72","21nmexwqx","batch2_149341","2019-09-02","nm","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Arizona-New Mexico Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Lower Colorado Region","Mountains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",4.13,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
