"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"11","southute","batchf_280622","2009-02-23","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"12","southute","batchf_280628","2009-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",185,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"13","southute","batchf_289948","2009-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"14","southute","batchf_298013","2009-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",770.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"15","southute","batchf_280585","2009-02-24","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"16","southute","batchf_280588","2009-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",8.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"17","southute","batchf_273518","2010-08-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",275.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"18","southute","batchf_273515","2010-03-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",32.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"19","southute","batchf_250184","2010-08-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",517.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"20","southute","batchf_250180","2010-03-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",11.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"21","southute","batchf_284334","2010-03-08","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",27.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"22","southute","batchf_284339","2010-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",488.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"23","southute","batchf_280620","2010-08-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",166.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"24","southute","batchf_280619","2010-03-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",14.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"25","southute","batchf_280600","2010-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",488.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"26","southute","batchf_280597","2010-03-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",19.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"27","southute","batchf_280630","2010-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",93.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"28","southute","batchf_280625","2010-03-08","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",8.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"29","southute","batchf_289953","2010-03-08","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"30","southute","batchf_289951","2010-08-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"31","southute","batchf_298009","2010-03-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"32","southute","batchf_298012","2010-08-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",18.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"33","southute","batchf_280582","2010-03-08","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"34","southute","batchf_280587","2010-08-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",129.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"35","southute","batchf_273517","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",39.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"36","southute","batchf_273509","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"37","southute","batchf_250181","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",193.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"38","southute","batchf_250172","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"39","southute","batchf_284335","2011-08-01","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"40","southute","batchf_284332","2011-02-28","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"41","southute","batchf_280617","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",12.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"42","southute","batchf_280612","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"43","southute","batchf_280591","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"44","southute","batchf_280598","2011-08-01","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",73.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"45","southute","batchf_280623","2011-02-28","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",7.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"46","southute","batchf_280627","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",62,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"47","southute","batchf_289949","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"48","southute","batchf_289946","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"49","southute","batchf_298008","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"50","southute","batchf_298010","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"51","southute","batchf_280581","2011-02-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"52","southute","batchf_280590","2011-08-07","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",23.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"53","southute","batchf_273508","2013-03-24","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"54","southute","batchf_273513","2013-06-25","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",20.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"55","southute","batchf_273511","2013-01-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",24.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"56","southute","batchf_273516","2013-08-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",461.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"57","southute","batchf_273512","2013-01-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",30.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"58","southute","batchf_250179","2013-08-26","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",1203.31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"59","southute","batchf_250170","2013-03-24","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"60","southute","batchf_250175","2013-01-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",72.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"61","southute","batchf_250173","2013-06-25","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",25.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"62","southute","batchf_284337","2013-06-25","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",88.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"63","southute","batchf_284336","2013-01-30","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",19.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"64","southute","batchf_284338","2013-08-27","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",307.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"65","southute","batchf_284331","2013-03-25","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river","grabsample",3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"66","southute","batchf_280611","2013-03-24","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"67","southute","batchf_280618","2013-08-26","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",249.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"68","southute","batchf_280614","2013-01-29","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"69","southute","batchf_280616","2013-06-25","co","Mountain","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Colorado","Southern Rocky Mountains","xeric freshwaters and endorheic (closed) basins","Temperate Conifer Forests","Upper Colorado Region","Mountains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample",18.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
