"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc"
"11","sacfoxmo","batch_143639","2011-08-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",264,"epa1603","membranefiltration","membranefiltration"
"12","sacfoxmo","batch_143650","2011-04-05","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",25,"idexxquantitray","mpn","mpn"
"13","sacfoxmo","batch_143640","2011-08-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",354,"epa1603","membranefiltration","membranefiltration"
"14","sacfoxmo","batch_143635","2011-05-15","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",50,"epa1603","membranefiltration","membranefiltration"
"15","sacfoxmo","batch_153156","2011-07-04","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",900,"epa1603","membranefiltration","membranefiltration"
"16","sacfoxmo","batch_153155","2011-08-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",850,"epa1603","membranefiltration","membranefiltration"
"17","sacfoxmo","batch_153149","2011-10-18","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",140,"epa1603","membranefiltration","membranefiltration"
"18","sacfoxmo","batch_153165","2011-04-05","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",28,"idexxquantitray","mpn","mpn"
"19","sacfoxmo","batch_153158","2011-05-30","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",2000,"epa1603","membranefiltration","membranefiltration"
"20","sacfoxmo","batch_153153","2011-07-18","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",430,"epa1603","membranefiltration","membranefiltration"
"21","sacfoxmo","batch_153154","2011-08-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",556,"epa1603","membranefiltration","membranefiltration"
"22","sacfoxmo","batch_153150","2011-10-04","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",170,"epa1603","membranefiltration","membranefiltration"
"23","sacfoxmo","batch_153147","2011-09-20","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",56,"epa1603","membranefiltration","membranefiltration"
"24","sacfoxmo","batch_153167","2011-04-27","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",118,"idexxquantitray","mpn","mpn"
"25","sacfoxmo","batch_153152","2011-06-07","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",400,"epa1603","membranefiltration","membranefiltration"
"26","sacfoxmo","batch_153151","2011-09-06","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",228,"epa1603","membranefiltration","membranefiltration"
"27","sacfoxmo","batch_153157","2011-06-20","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1400,"epa1603","membranefiltration","membranefiltration"
"28","sacfoxmo","batch_153148","2011-05-15","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",74,"epa1603","membranefiltration","membranefiltration"
"29","sacfoxmo","batch_143685","2012-06-26","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1050,"idexxquantitray","mpn","mpn"
"30","sacfoxmo","batch_143664","2012-10-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",201,"idexxquantitray","mpn","mpn"
"31","sacfoxmo","batch_143675","2012-08-20","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",487,"idexxquantitray","mpn","mpn"
"32","sacfoxmo","batch_143659","2012-10-22","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",135,"idexxquantitray","mpn","mpn"
"33","sacfoxmo","batch_143690","2012-07-01","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",4350,"idexxquantitray","mpn","mpn"
"34","sacfoxmo","batch_143661","2012-04-24","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",173,"idexxquantitray","mpn","mpn"
"35","sacfoxmo","batch_143667","2012-09-10","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",253,"idexxquantitray","mpn","mpn"
"36","sacfoxmo","batch_143670","2012-05-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",318,"idexxquantitray","mpn","mpn"
"37","sacfoxmo","batch_143684","2012-06-11","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1040,"idexxquantitray","mpn","mpn"
"38","sacfoxmo","batch_143660","2012-05-21","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",146,"idexxquantitray","mpn","mpn"
"39","sacfoxmo","batch_143669","2012-07-31","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",309,"idexxquantitray","mpn","mpn"
"40","sacfoxmo","batch_143653","2012-04-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",63,"idexxquantitray","mpn","mpn"
"41","sacfoxmo","batch_143662","2012-09-24","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",189,"idexxquantitray","mpn","mpn"
"42","sacfoxmo","batch_143672","2012-07-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",404,"idexxquantitray","mpn","mpn"
"43","sacfoxmo","batch_153193","2012-06-11","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",749,"idexxquantitray","mpn","mpn"
"44","sacfoxmo","batch_153192","2012-07-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",738,"idexxquantitray","mpn","mpn"
"45","sacfoxmo","batch_153201","2012-07-01","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",2060,"idexxquantitray","mpn","mpn"
"46","sacfoxmo","batch_153194","2012-09-10","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",776,"idexxquantitray","mpn","mpn"
"47","sacfoxmo","batch_153196","2012-09-24","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",884,"idexxquantitray","mpn","mpn"
"48","sacfoxmo","batch_153183","2012-04-24","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",556,"idexxquantitray","mpn","mpn"
"49","sacfoxmo","batch_153173","2012-05-21","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",243,"idexxquantitray","mpn","mpn"
"50","sacfoxmo","batch_153176","2012-10-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",305,"idexxquantitray","mpn","mpn"
"51","sacfoxmo","batch_153178","2012-05-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",399.5,"idexxquantitray","mpn","mpn"
"52","sacfoxmo","batch_153166","2012-04-08","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",63,"idexxquantitray","mpn","mpn"
"53","sacfoxmo","batch_153168","2012-10-22","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",132,"idexxquantitray","mpn","mpn"
"54","sacfoxmo","batch_153187","2012-06-26","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",613,"idexxquantitray","mpn","mpn"
"55","sacfoxmo","batch_153202","2012-08-20","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",2060,"idexxquantitray","mpn","mpn"
"56","sacfoxmo","batch_153200","2012-07-31","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1920,"idexxquantitray","mpn","mpn"
"57","sacfoxmo","batch_143649","2013-12-17","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",20,"idexxquantitray","mpn","mpn"
"58","sacfoxmo","batch_143666","2013-07-07","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",224,"idexxquantitray","mpn","mpn"
"59","sacfoxmo","batch_143693","2013-06-26","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",12400,"idexxquantitray","mpn","mpn"
"60","sacfoxmo","batch_143692","2013-04-10","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",8300,"idexxquantitray","mpn","mpn"
"61","sacfoxmo","batch_143668","2013-09-09","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",276,"idexxquantitray","mpn","mpn"
"62","sacfoxmo","batch_143647","2013-11-12","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",4,"idexxquantitray","mpn","mpn"
"63","sacfoxmo","batch_143686","2013-08-11","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1410,"idexxquantitray","mpn","mpn"
"64","sacfoxmo","batch_143676","2013-08-26","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",500,"idexxquantitray","mpn","mpn"
"65","sacfoxmo","batch_143658","2013-10-21","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",104,"idexxquantitray","mpn","mpn"
"66","sacfoxmo","batch_143687","2013-07-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",1500,"idexxquantitray","mpn","mpn"
"67","sacfoxmo","batch_143671","2013-06-09","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",382,"idexxquantitray","mpn","mpn"
"68","sacfoxmo","batch_143665","2013-09-23","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",210,"idexxquantitray","mpn","mpn"
"69","sacfoxmo","batch_143652","2013-05-20","ks","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Middle Missouri","Central Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-Nishnabotna","Northern Plains","Eastern Great Plains","freshwater","stream","stream","surfacewater","stream/river",38,"idexxquantitray","mpn","mpn"
