"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"21","clcr","clcr_320","2013-09-25","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1354,"idexxquantitray","mpn","mpn",2600,"epa1600","membranefiltration","membranefiltration"
"22","clcr","clcr_383","2013-03-25","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1994,"idexxquantitray","mpn","mpn",5200,"epa1600","membranefiltration","membranefiltration"
"23","clcr","clcr_486","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5411,"idexxquantitray","mpn","mpn",17275,"epa1600","membranefiltration","membranefiltration"
"24","clcr","clcr_425","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3768,"idexxquantitray","mpn","mpn",8575,"epa1600","membranefiltration","membranefiltration"
"25","clcr","clcr_74","2013-01-15","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",155,"idexxquantitray","mpn","mpn",285,"epa1600","membranefiltration","membranefiltration"
"26","clcr","clcr_156","2013-09-09","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",895,"idexxquantitray","mpn","mpn",575,"epa1600","membranefiltration","membranefiltration"
"27","clcr","clcr_436","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3851,"idexxquantitray","mpn","mpn",10150,"epa1600","membranefiltration","membranefiltration"
"28","clcr","clcr_311","2013-02-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",892,"idexxquantitray","mpn","mpn",2400,"epa1600","membranefiltration","membranefiltration"
"29","clcr","clcr_396","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5100,"idexxquantitray","mpn","mpn",5600,"epa1600","membranefiltration","membranefiltration"
"30","clcr","clcr_505","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5586,"idexxquantitray","mpn","mpn",26000,"epa1600","membranefiltration","membranefiltration"
"31","clcr","clcr_372","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4146,"idexxquantitray","mpn","mpn",4650,"epa1600","membranefiltration","membranefiltration"
"32","clcr","clcr_193","2013-03-12","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",579,"idexxquantitray","mpn","mpn",885,"epa1600","membranefiltration","membranefiltration"
"33","clcr","clcr_386","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3984,"idexxquantitray","mpn","mpn",5300,"epa1600","membranefiltration","membranefiltration"
"34","clcr","clcr_192","2013-08-21","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",415,"idexxquantitray","mpn","mpn",878,"epa1600","membranefiltration","membranefiltration"
"35","clcr","clcr_488","2013-01-18","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4873,"idexxquantitray","mpn","mpn",17667,"epa1600","membranefiltration","membranefiltration"
"36","clcr","clcr_346","2013-02-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1223,"idexxquantitray","mpn","mpn",3250,"epa1600","membranefiltration","membranefiltration"
"37","clcr","clcr_392","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4136,"idexxquantitray","mpn","mpn",5500,"epa1600","membranefiltration","membranefiltration"
"38","clcr","clcr_246","2013-08-20","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",343,"idexxquantitray","mpn","mpn",1300,"epa1600","membranefiltration","membranefiltration"
"39","clcr","clcr_410","2013-02-27","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3463,"idexxquantitray","mpn","mpn",7000,"epa1600","membranefiltration","membranefiltration"
"40","clcr","clcr_448","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4719,"idexxquantitray","mpn","mpn",10900,"epa1600","membranefiltration","membranefiltration"
"41","clcr","clcr_371","2013-03-25","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1530,"idexxquantitray","mpn","mpn",4600,"epa1600","membranefiltration","membranefiltration"
"42","clcr","clcr_428","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3622,"idexxquantitray","mpn","mpn",9200,"epa1600","membranefiltration","membranefiltration"
"43","clcr","clcr_300","2013-02-11","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",538,"idexxquantitray","mpn","mpn",2300,"epa1600","membranefiltration","membranefiltration"
"44","clcr","clcr_272","2013-01-31","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1874,"idexxquantitray","mpn","mpn",1525,"epa1600","membranefiltration","membranefiltration"
"45","clcr","clcr_292","2013-01-17","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",483,"idexxquantitray","mpn","mpn",2200,"epa1600","membranefiltration","membranefiltration"
"46","clcr","clcr_275","2013-01-17","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",730,"idexxquantitray","mpn","mpn",1623,"epa1600","membranefiltration","membranefiltration"
"47","clcr","clcr_456","2013-02-26","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3956,"idexxquantitray","mpn","mpn",11700,"epa1600","membranefiltration","membranefiltration"
"48","clcr","clcr_424","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4038,"idexxquantitray","mpn","mpn",8550,"epa1600","membranefiltration","membranefiltration"
"49","clcr","clcr_326","2013-07-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",593,"idexxquantitray","mpn","mpn",2800,"epa1600","membranefiltration","membranefiltration"
"50","clcr","clcr_270","2013-02-11","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",731,"idexxquantitray","mpn","mpn",1516,"epa1600","membranefiltration","membranefiltration"
"51","clcr","clcr_180","2013-03-12","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",444,"idexxquantitray","mpn","mpn",778,"epa1600","membranefiltration","membranefiltration"
"52","clcr","clcr_138","2013-03-13","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",215,"idexxquantitray","mpn","mpn",540,"epa1600","membranefiltration","membranefiltration"
"53","clcr","clcr_324","2013-01-17","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1013,"idexxquantitray","mpn","mpn",2700,"epa1600","membranefiltration","membranefiltration"
"54","clcr","clcr_295","2013-01-17","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1065,"idexxquantitray","mpn","mpn",2200,"epa1600","membranefiltration","membranefiltration"
"55","clcr","clcr_185","2013-08-21","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",332,"idexxquantitray","mpn","mpn",820,"epa1600","membranefiltration","membranefiltration"
"56","clcr","clcr_179","2013-11-06","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",158,"idexxquantitray","mpn","mpn",775,"epa1600","membranefiltration","membranefiltration"
"57","clcr","clcr_359","2013-02-26","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2105,"idexxquantitray","mpn","mpn",4000,"epa1600","membranefiltration","membranefiltration"
"58","clcr","clcr_435","2013-02-26","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3133,"idexxquantitray","mpn","mpn",10075,"epa1600","membranefiltration","membranefiltration"
"59","clcr","clcr_420","2013-02-23","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2780,"idexxquantitray","mpn","mpn",8300,"epa1600","membranefiltration","membranefiltration"
"60","clcr","clcr_415","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3672,"idexxquantitray","mpn","mpn",7575,"epa1600","membranefiltration","membranefiltration"
"61","clcr","clcr_507","2013-03-24","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5332,"idexxquantitray","mpn","mpn",27000,"epa1600","membranefiltration","membranefiltration"
"62","clcr","clcr_15","2013-03-21","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",199,"idexxquantitray","mpn","mpn",54,"epa1600","membranefiltration","membranefiltration"
"63","clcr","clcr_8","2013-03-21","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",190,"idexxquantitray","mpn","mpn",38,"epa1600","membranefiltration","membranefiltration"
"64","clcr","clcr_277","2013-02-11","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",717,"idexxquantitray","mpn","mpn",1645,"epa1600","membranefiltration","membranefiltration"
"65","clcr","clcr_378","2013-01-31","ga","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Appalachian Piedmont","Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",714,"idexxquantitray","mpn","mpn",5080,"epa1600","membranefiltration","membranefiltration"
