"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc"
"11","aust","aust_3406","2004-08-03","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",60,"sm9222g","membranefiltration","membranefiltration"
"12","aust","aust_3585","2004-01-27","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",35,"sm9222g","membranefiltration","membranefiltration"
"13","aust","aust_3452","2004-04-20","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",54,"sm9222g","membranefiltration","membranefiltration"
"14","aust","aust_2855","2005-05-24","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",68,"sm9222g","membranefiltration","membranefiltration"
"15","aust","aust_3698","2005-07-26","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",310,"sm9222g","membranefiltration","membranefiltration"
"16","aust","aust_2901","2005-05-24","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2,"sm9222g","membranefiltration","membranefiltration"
"17","aust","aust_3257","2005-01-24","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",52,"sm9222g","membranefiltration","membranefiltration"
"18","aust","aust_3839","2005-10-19","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",73,"sm9222g","membranefiltration","membranefiltration"
"19","aust","aust_4138","2006-08-31","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2,"idexxquantitray","mpn","mpn"
"20","aust","aust_3828","2006-01-31","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4,"sm9222g","membranefiltration","membranefiltration"
"21","aust","aust_3827","2006-01-31","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",17,"sm9222g","membranefiltration","membranefiltration"
"22","aust","aust_35","2007-05-09","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",50.4,"idexxquantitray","mpn","mpn"
"23","aust","aust_4163","2007-02-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",15,"idexxquantitray","mpn","mpn"
"24","aust","aust_57","2007-09-10","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1,"idexxquantitray","mpn","mpn"
"25","aust","aust_105","2007-12-17","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4.1,"idexxquantitray","mpn","mpn"
"26","aust","aust_4157","2007-02-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",20,"idexxquantitray","mpn","mpn"
"27","aust","aust_62","2007-09-10","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",81.6,"idexxquantitray","mpn","mpn"
"28","aust","aust_38","2007-05-09","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",58.1,"idexxquantitray","mpn","mpn"
"29","aust","aust_4190","2007-06-12","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",17,"idexxquantitray","mpn","mpn"
"30","aust","aust_4220","2007-08-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",46,"idexxquantitray","mpn","mpn"
"31","aust","aust_3971","2007-01-30","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",120,"idexxquantitray","mpn","mpn"
"32","aust","aust_4288","2008-01-25","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",185,"idexxquantitray","mpn","mpn"
"33","aust","aust_4278","2008-01-25","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1,"idexxquantitray","mpn","mpn"
"34","aust","aust_6068","2009-10-03","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",6890,"idexxquantitray","mpn","mpn"
"35","aust","aust_6071","2009-09-22","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",19900,"idexxquantitray","mpn","mpn"
"36","aust","aust_474","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",325.5,"idexxquantitray","mpn","mpn"
"37","aust","aust_4399","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",6,"idexxquantitray","mpn","mpn"
"38","aust","aust_4381","2009-01-05","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4,"idexxquantitray","mpn","mpn"
"39","aust","aust_4380","2009-01-05","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",15,"idexxquantitray","mpn","mpn"
"40","aust","aust_4398","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",13,"idexxquantitray","mpn","mpn"
"41","aust","aust_4400","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",8,"idexxquantitray","mpn","mpn"
"42","aust","aust_4396","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2,"idexxquantitray","mpn","mpn"
"43","aust","aust_4378","2009-01-05","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5,"idexxquantitray","mpn","mpn"
"44","aust","aust_473","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",435.2,"idexxquantitray","mpn","mpn"
"45","aust","aust_472","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",517.2,"idexxquantitray","mpn","mpn"
"46","aust","aust_429","2009-06-18","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",31.5,"idexxquantitray","mpn","mpn"
"47","aust","aust_4397","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1300,"idexxquantitray","mpn","mpn"
"48","aust","aust_4382","2009-01-05","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1,"idexxquantitray","mpn","mpn"
"49","aust","aust_563","2009-11-19","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",68.4,"idexxquantitray","mpn","mpn"
"50","aust","aust_381","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",298.7,"idexxquantitray","mpn","mpn"
"51","aust","aust_4379","2009-01-05","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",231,"idexxquantitray","mpn","mpn"
"52","aust","aust_578","2009-12-28","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",185,"idexxquantitray","mpn","mpn"
"53","aust","aust_384","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",298.7,"idexxquantitray","mpn","mpn"
"54","aust","aust_561","2009-11-19","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",36.9,"idexxquantitray","mpn","mpn"
"55","aust","aust_431","2009-06-18","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",110,"idexxquantitray","mpn","mpn"
"56","aust","aust_4401","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2420,"idexxquantitray","mpn","mpn"
"57","aust","aust_475","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",344.8,"idexxquantitray","mpn","mpn"
"58","aust","aust_382","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",304.4,"idexxquantitray","mpn","mpn"
"59","aust","aust_579","2009-12-28","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",260.3,"idexxquantitray","mpn","mpn"
"60","aust","aust_476","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",344.8,"idexxquantitray","mpn","mpn"
"61","aust","aust_385","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",304.4,"idexxquantitray","mpn","mpn"
"62","aust","aust_713","2009-07-14","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",23.1,"idexxquantitray","mpn","mpn"
"63","aust","aust_383","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",410.6,"idexxquantitray","mpn","mpn"
"64","aust","aust_825","2009-07-14","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",23.1,"idexxquantitray","mpn","mpn"
"65","aust","aust_477","2009-10-01","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",275.5,"idexxquantitray","mpn","mpn"
"66","aust","aust_386","2009-05-06","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",410.6,"idexxquantitray","mpn","mpn"
"67","aust","aust_430","2009-06-18","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",98.7,"idexxquantitray","mpn","mpn"
"68","aust","aust_4402","2009-03-23","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",125,"idexxquantitray","mpn","mpn"
"69","aust","aust_580","2009-12-28","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",93.4,"idexxquantitray","mpn","mpn"
"70","aust","aust_562","2009-11-19","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","spring","stream","surfacewater","stream/river","grabsample","none",344.8,"idexxquantitray","mpn","mpn"
"71","aust","aust_4459","2009-10-07","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",71,"idexxquantitray","mpn","mpn"
"72","aust","aust_521","2009-10-07","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1,"idexxquantitray","mpn","mpn"
"73","aust","aust_4495","2009-12-16","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",66,"idexxquantitray","mpn","mpn"
"74","aust","aust_655","2010-03-04","tx","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","East Texas Gulf","Edwards Plateau","temperate coastal rivers","Temperate Grasslands, Savannas and Shrublands","Texas-Gulf Region","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",579.4,"idexxquantitray","mpn","mpn"
