"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"11","shr","shr_74","2016-07-06","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",212,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"12","shr","shr_108","2016-07-22","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",668.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"13","shr","shr_157","2016-08-18","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"14","shr","shr_145","2016-08-11","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",243,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"15","shr","shr_48","2016-06-23","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",842,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"16","shr","shr_66","2016-07-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1099.99,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"17","shr","shr_30","2016-06-15","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",532,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"18","shr","shr_95","2016-07-13","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1094.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"19","shr","shr_81","2016-07-07","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",375,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"20","shr","shr_135","2016-08-04","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",13,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"21","shr","shr_7","2016-06-02","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",13,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"22","shr","shr_1","2016-06-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",904,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"23","shr","shr_180","2016-08-27","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"24","shr","shr_163","2016-08-19","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",38,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"25","shr","shr_192","2016-09-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",247,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"26","shr","shr_156","2016-08-17","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",208,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"27","shr","shr_179","2016-08-26","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1755.98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"28","shr","shr_70","2016-07-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",313,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"29","shr","shr_143","2016-08-10","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",13,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"30","shr","shr_175","2016-08-25","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",15,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"31","shr","shr_103","2016-07-15","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",2420.03,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"32","shr","shr_40","2016-06-17","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",435,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"33","shr","shr_33","2016-06-15","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",19,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"34","shr","shr_121","2016-07-28","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",172,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"35","shr","shr_55","2016-06-24","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",517,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"36","shr","shr_78","2016-07-06","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",621,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"37","shr","shr_21","2016-06-10","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",822,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"38","shr","shr_88","2016-07-08","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1086,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"39","shr","shr_51","2016-06-23","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",492.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"40","shr","shr_189","2016-08-31","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1646,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"41","shr","shr_43","2016-06-18","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",16,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"42","shr","shr_13","2016-06-04","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"43","shr","shr_171","2016-08-24","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"44","shr","shr_106","2016-07-20","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1641.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"45","shr","shr_101","2016-07-14","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",792.99,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"46","shr","shr_138","2016-08-04","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",161,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"47","shr","shr_161","2016-08-18","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"48","shr","shr_96","2016-07-13","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",64,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"49","shr","shr_15","2016-06-08","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",181,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"50","shr","shr_93","2016-07-09","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",159,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"51","shr","shr_4","2016-06-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",1487,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"52","shr","shr_57","2016-06-25","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"53","shr","shr_139","2016-08-04","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",189,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"54","shr","shr_34","2016-06-15","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",12,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"55","shr","shr_97","2016-07-13","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",848.01,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"56","shr","shr_16","2016-06-08","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",18,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"57","shr","shr_162","2016-08-18","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",183,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"58","shr","shr_147","2016-08-11","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",201,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"59","shr","shr_89","2016-07-08","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",198,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"60","shr","shr_134","2016-08-03","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",90,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"61","shr","shr_107","2016-07-21","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",19,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"62","shr","shr_122","2016-07-28","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",143,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"63","shr","shr_64","2016-06-30","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",46,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"64","shr","shr_5","2016-06-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",2420.03,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"65","shr","shr_72","2016-07-02","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",18,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"66","shr","shr_195","2016-09-02","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",43,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"67","shr","shr_47","2016-06-22","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",251,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"68","shr","shr_112","2016-07-22","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",776,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"69","shr","shr_71","2016-07-01","il","East North Central","EASTERN TEMPERATE FORESTS","CENTRAL USA PLAINS","Upper Mississippi","Great Lakes","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Heartland","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","none",281,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
