"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","pec_pa","stec_pa","epec_pa","pec_vol","pec_molecular","pec_stx","pec_eaea","pec_rfb0157","pec_hly","pec_h7flic","lm_pa","ls_pa","lm_vol","lm_molecular_culture","lm_confirm","lm_sigb","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"15","pawq","pawq_g_64","2018-09-12","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"16","pawq","pawq_g_37","2018-09-12","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"17","pawq","pawq_g_36","2018-02-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"18","pawq","pawq_g_38","2018-11-19","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"19","pawq","pawq_g_41","2018-11-19","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"20","pawq","pawq_g_39","2018-02-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"21","pawq","pawq_g_40","2018-09-12","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"22","pawq","pawq_g_42","2018-02-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",0,"n","n",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"23","pawq","pawq_g_43","2018-02-14","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"24","pawq","pawq_g_45","2018-09-25","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"25","pawq","pawq_g_44","2018-09-11","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"26","pawq","pawq_g_35","2018-09-25","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"27","pawq","pawq_g_34","2018-09-11","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"28","pawq","pawq_g_33","2018-02-14","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"29","pawq","pawq_g_46","2018-02-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"30","pawq","pawq_g_50","2018-02-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"31","pawq","pawq_g_51","2018-09-11","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"32","pawq","pawq_g_52","2018-09-25","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"33","pawq","pawq_g_58","2018-09-25","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"34","pawq","pawq_g_57","2018-09-11","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"35","pawq","pawq_g_56","2018-02-14","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"36","pawq","pawq_g_54","2018-09-11","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"37","pawq","pawq_g_53","2018-02-14","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"38","pawq","pawq_g_55","2018-09-25","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"39","pawq","pawq_g_197","2017-10-03","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,1553.1,"idexxquantitray","mpn","mpn"
"40","pawq","pawq_ms_12","2017-10-04","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,NA,"culture","n","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"41","pawq","pawq_g_198","2017-10-03","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,1986.3,"idexxquantitray","mpn","mpn"
"42","pawq","pawq_ms_6","2017-04-18","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,NA,"culture","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"43","pawq","pawq_g_195","2017-10-03","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,816.4,"idexxquantitray","mpn","mpn"
"44","pawq","pawq_g_183","2017-08-29","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",0,"n","n",4.00004342727686,"molecular","y","y","n","n","n",1,"p",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"45","pawq","pawq_ms_10","2017-09-21","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,NA,"culture","n","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,NA,NA,NA,NA
"46","pawq","pawq_g_196","2017-10-03","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,1732.9,"idexxquantitray","mpn","mpn"
"47","pawq","pawq_g_184","2017-08-29","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"48","pawq","pawq_g_185","2017-08-29","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"n","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"49","pawq","pawq_g_182","2017-07-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
"50","pawq","pawq_g_214","2017-06-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",0,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,721.5,"idexxquantitray","mpn","mpn"
"51","pawq","pawq_g_190","2017-09-18","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,1732.9,"idexxquantitray","mpn","mpn"
"52","pawq","pawq_g_215","2017-06-13","az","Mountain","NORTH AMERICAN DESERTS","WARM DESERTS","Gila","Sonoran Desert","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","canal","canal","surfacewater","canal","grabsample","modifiedmooreswab",1,10000,"culture","y","n",1,"p","p",4.00004342727686,"molecular","y","y","n","n","n",0,"n",4.00004342727686,"culture","sigB","y",NA,NA,NA,NA,829.7,"idexxquantitray","mpn","mpn"
