"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"11","21nybch","ny_100","2003-07-31","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",160,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","21nybch","ny_106","2003-08-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",1200,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","21nybch","ny_105","2003-08-02","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",210,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","21nybch","ny_13","2003-07-30","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",2100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","21nybch","ny_10","2003-08-17","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","21nybch","ny_112","2003-07-29","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",60,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","21nybch","ny_117","2003-08-13","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",10,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","21nybch","ny_111","2003-07-13","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",160,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","21nybch","ny_116","2003-07-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",200,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","21nybch","ny_30","2003-07-09","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",450,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","21nybch","ny_104","2003-06-29","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",80,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","21nybch","ny_110","2003-08-12","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",90,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","21nybch","ny_7","2003-07-08","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",1880,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","21nybch","ny_101","2003-08-01","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",1400,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","21nybch","ny_102","2003-06-16","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",10,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","21nybch","ny_28","2003-08-06","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",610,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","21nybch","ny_20","2003-09-02","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",130,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","21nybch","ny_18","2003-06-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",120,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","21nybch","ny_107","2003-05-21","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","21nybch","ny_5","2003-05-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",130,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","21nybch","ny_23","2003-05-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",180,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","21nybch","ny_113","2003-06-16","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",20,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","21nybch","ny_103","2003-08-19","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",20,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","21nybch","ny_97","2003-07-13","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",10,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","21nybch","ny_15","2003-07-30","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",230,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","21nybch","ny_8","2003-08-17","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",10,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","21nybch","ny_115","2003-08-02","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",310,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","21nybch","ny_16","2003-07-09","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",400,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","21nybch","ny_1","2003-08-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",70,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","21nybch","ny_21","2003-07-08","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","21nybch","ny_17","2003-07-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",600,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","21nybch","ny_11","2003-05-21","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","21nybch","ny_4","2003-08-06","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",650,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","21nybch","ny_14","2003-07-06","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",240,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","21nybch","ny_98","2003-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",110,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","21nybch","ny_108","2003-08-12","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",150,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","21nybch","ny_25","2003-08-03","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",180,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","21nybch","ny_109","2003-08-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",490,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","21nybch","ny_114","2003-06-16","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",10,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","21nybch","ny_32","2003-05-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",150,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","21nybch","ny_22","2003-06-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",240,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","21nybch","ny_31","2003-05-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",70,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","21nybch","ny_29","2003-08-05","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",8000,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","21nybch","ny_58","2004-08-31","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",110,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","21nybch","ny_64","2004-07-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",7000,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","21nybch","ny_61","2004-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",1480,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","21nybch","ny_67","2004-06-29","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",1320,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","21nybch","ny_43","2004-08-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",260,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","21nybch","ny_44","2004-05-16","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Teays - Old Ohio","Western Allegheny Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Ohio Region","Northeastern Region","Northeast","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample",20,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
