"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"12","cede_249","grabsample","none",1616,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"13","cede_211","grabsample","none",20460,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ceden_113","grabsample","none",9804,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,72700,"idexxquantitray","mpn","mpn"
"15","ceden_113","grabsample","none",9804,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,68670,"idexxquantitray","mpn","mpn"
"16","cede_235","grabsample","none",14136,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","cede_248","grabsample","none",31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,70,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"18","cede_223","grabsample","none",906,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,7000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"19","cede_174","grabsample","none",31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","cede_257","grabsample","none",51,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","cede_246","grabsample","none",9208,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,22000,"sm9221e","sm9221","mpn",648800,"idexxquantitray","mpn","mpn"
"22","ceden_107","grabsample","none",73,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,231.8,"idexxquantitray","mpn","mpn"
"23","ceden_107","grabsample","none",73,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,3076,"idexxquantitray","mpn","mpn"
"24","cede_166","grabsample","none",12997,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,41000,"idexxquantitray","mpn","mpn"
"25","cede_176","grabsample","none",17329,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","cede_259","grabsample","none",1829,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","cede_258","grabsample","none",1012,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","cede_261","grabsample","none",17329,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","cede_241","grabsample","none",3873,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,27200,"idexxquantitray","mpn","mpn"
"30","cede_210","grabsample","none",4352,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","cede_231","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","cede_228","grabsample","none",14136,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,50000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"33","cede_262","grabsample","none",17329,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ceden_120","grabsample","none",2359,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,77010,"idexxquantitray","mpn","mpn"
"35","ceden_120","grabsample","none",2359,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,7701,"idexxquantitray","mpn","mpn"
"36","cede_232","grabsample","none",228,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","cede_222","grabsample","none",31,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,33,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"38","cede_209","grabsample","none",38730,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,110000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"39","ceden_117","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,2382,"idexxquantitray","mpn","mpn"
"40","ceden_117","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,323,"idexxquantitray","mpn","mpn"
"41","ceden_107","grabsample","none",301,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,231.8,"idexxquantitray","mpn","mpn"
"42","ceden_107","grabsample","none",301,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,3076,"idexxquantitray","mpn","mpn"
"43","cede_237","grabsample","none",10,"idexxquantitray","mpn","mpn",5493,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,143900,"idexxquantitray","mpn","mpn"
"44","cede_234","grabsample","none",10462,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","cede_233","grabsample","none",2495,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","cede_260","grabsample","none",2282,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","cede_203","grabsample","none",8164,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,307600,"idexxquantitray","mpn","mpn"
"48","ceden_117","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,2382,"idexxquantitray","mpn","mpn"
"49","ceden_117","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,323,"idexxquantitray","mpn","mpn"
"50","ceden_107","grabsample","none",630,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,231.8,"idexxquantitray","mpn","mpn"
"51","ceden_107","grabsample","none",630,"idexxquantitray","mpn","mpn",53.4,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,3076,"idexxquantitray","mpn","mpn"
"52","ceden_113","grabsample","none",15531,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,72700,"idexxquantitray","mpn","mpn"
"53","ceden_113","grabsample","none",15531,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,68670,"idexxquantitray","mpn","mpn"
"54","cede_175","grabsample","none",7701,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","cede_236","grabsample","none",NA,NA,NA,NA,1013,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,770100,"idexxquantitray","mpn","mpn"
"56","cede_245","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387300,"idexxquantitray","mpn","mpn"
"57","cede_243","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261300,"idexxquantitray","mpn","mpn"
"58","cede_202","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155310,"idexxquantitray","mpn","mpn"
"59","cede_216","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9804,"idexxquantitray","mpn","mpn"
"60","cede_217","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24192,"idexxquantitray","mpn","mpn"
"61","cede_247","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770100,"idexxquantitray","mpn","mpn"
"62","cede_204","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600,"sm9221e","sm9221","mpn",325500,"idexxquantitray","mpn","mpn"
"63","cede_213","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4884,"idexxquantitray","mpn","mpn"
"64","cede_219","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60900,"idexxquantitray","mpn","mpn"
"65","cede_200","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6131,"idexxquantitray","mpn","mpn"
"66","cede_214","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6586,"idexxquantitray","mpn","mpn"
"67","cede_218","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45900,"idexxquantitray","mpn","mpn"
"68","cede_165","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19863,"idexxquantitray","mpn","mpn"
"69","cede_170","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224700,"idexxquantitray","mpn","mpn"
"70","cede_239","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3000,"sm9221e","sm9221","mpn",19863,"idexxquantitray","mpn","mpn"
"71","cede_206","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600000,"sm9221e","sm9221","mpn",1046200,"idexxquantitray","mpn","mpn"
"72","cede_205","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344800,"idexxquantitray","mpn","mpn"
"73","cede_220","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129970,"idexxquantitray","mpn","mpn"
"74","cede_221","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410600,"idexxquantitray","mpn","mpn"
"75","cede_168","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141360,"idexxquantitray","mpn","mpn"
"76","cede_164","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,2,"sm9221e","sm9221","mpn",10,"idexxquantitray","mpn","mpn"
"77","cede_242","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129970,"idexxquantitray","mpn","mpn"
"78","cede_201","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100,"idexxquantitray","mpn","mpn"
"79","ceden_108","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198630,"idexxquantitray","mpn","mpn"
"80","cede_167","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111990,"idexxquantitray","mpn","mpn"
"81","cede_169","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173290,"idexxquantitray","mpn","mpn"
"82","ceden_108","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86640,"idexxquantitray","mpn","mpn"
"83","cede_244","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365400,"idexxquantitray","mpn","mpn"
"84","cede_240","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20460,"idexxquantitray","mpn","mpn"
"85","cede_212","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,"idexxquantitray","mpn","mpn"
"86","ceden_3","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,450,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"87","cede_157","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"88","cede_160","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"89","cede_158","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,900,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"90","cede_139","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"91","cede_136","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"92","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"93","ceden_472","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"94","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"95","ceden_472","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"96","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"97","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"98","ceden_472","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"99","ceden_472","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"100","ceden_472","grabsample","none",NA,NA,NA,NA,7,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"101","ceden_472","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"102","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"103","ceden_472","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"104","ceden_472","grabsample","none",NA,NA,NA,NA,64,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"105","ceden_472","grabsample","none",NA,NA,NA,NA,27,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"106","ceden_472","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"107","ceden_472","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"108","ceden_472","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"109","ceden_472","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"110","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"111","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"112","ceden_472","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"113","ceden_472","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"114","ceden_472","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"115","ceden_472","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"116","ceden_472","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"117","ceden_472","grabsample","none",NA,NA,NA,NA,54,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"118","ceden_472","grabsample","none",NA,NA,NA,NA,550,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"119","ceden_472","grabsample","none",NA,NA,NA,NA,77,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"120","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"121","ceden_472","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"122","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"123","ceden_472","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"124","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"125","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"126","ceden_472","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"127","ceden_472","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"128","ceden_472","grabsample","none",NA,NA,NA,NA,7,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"129","ceden_472","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"130","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"131","ceden_472","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"132","ceden_472","grabsample","none",NA,NA,NA,NA,64,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"133","ceden_472","grabsample","none",NA,NA,NA,NA,27,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"134","ceden_472","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"135","ceden_472","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"136","ceden_472","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"137","ceden_472","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"138","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"139","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"140","ceden_472","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"141","ceden_472","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"142","ceden_472","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"143","ceden_472","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"144","ceden_472","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"145","ceden_472","grabsample","none",NA,NA,NA,NA,54,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"146","ceden_472","grabsample","none",NA,NA,NA,NA,550,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"147","ceden_472","grabsample","none",NA,NA,NA,NA,77,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"148","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"149","ceden_472","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"150","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"151","ceden_472","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"152","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"153","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"154","ceden_472","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"155","ceden_472","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"156","ceden_472","grabsample","none",NA,NA,NA,NA,7,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"157","ceden_472","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"158","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"159","ceden_472","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"160","ceden_472","grabsample","none",NA,NA,NA,NA,64,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"161","ceden_472","grabsample","none",NA,NA,NA,NA,27,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"162","ceden_472","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"163","ceden_472","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"164","ceden_472","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"165","ceden_472","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"166","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"167","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"168","ceden_472","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"169","ceden_472","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"170","ceden_472","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"171","ceden_472","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"172","ceden_472","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"173","ceden_472","grabsample","none",NA,NA,NA,NA,54,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"174","ceden_472","grabsample","none",NA,NA,NA,NA,550,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
