"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"11","njhdg","batchf_98856","2011-06-20","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",1000,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"12","njhdg","batchf_98838","2011-06-15","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",520,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"13","njhdg","batchf_98762","2011-05-02","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",250,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"14","njhdg","batchf_98874","2011-07-25","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",3100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"15","njhdg","batchf_98782","2011-04-11","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"16","njhdg","batchf_98806","2011-06-27","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",800,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"17","njhdg","batchf_98792","2011-02-07","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",320,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"18","njhdg","batchf_98777","2011-05-09","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",300,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"19","njhdg","batchf_98775","2011-11-02","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",120,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"20","njhdg","batchf_98778","2011-08-09","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",4000,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"21","njhdg","batchf_98783","2011-08-15","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",980,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"22","njhdg","batchf_98799","2011-09-26","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",740,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"23","njhdg","batchf_98772","2011-12-06","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",1220,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"24","njhdg","batchf_99995","2011-08-01","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",88,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"25","njhdg","batchf_99928","2011-08-22","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",920,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"26","njhdg","batchf_99919","2011-10-17","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",320,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"27","njhdg","batchf_99938","2011-07-11","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",485,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"28","njhdg","batchf_99921","2011-06-27","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",395,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"29","njhdg","batchf_99940","2011-02-07","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",350,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"30","njhdg","batchf_99900","2011-12-06","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",340,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"31","njhdg","batchf_99986","2011-06-06","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",375,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"32","njhdg","batchf_99897","2011-05-09","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",156,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"33","njhdg","batchf_99887","2011-05-23","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",760,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"34","njhdg","batchf_99927","2011-06-20","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",725,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"35","njhdg","batchf_99944","2011-05-16","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",9250,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"36","njhdg","batchf_99951","2011-06-15","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",410,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"37","njhdg","batchf_99878","2011-04-11","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",210,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"38","njhdg","batchf_99937","2011-08-15","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",1100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"39","njhdg","batchf_99885","2011-09-26","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",350,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"40","njhdg","batchf_99879","2011-11-02","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",260,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"41","njhdg","batchf_99880","2011-09-11","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",2000,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"42","njhdg","batchf_99873","2011-05-02","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",94,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"43","njhdg","batchf_99953","2011-06-01","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",252,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"44","njhdg","batchf_99978","2011-03-07","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",1510,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"45","njhdg","batchf_99964","2011-08-09","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",6150,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"46","njhdg","batchf_118993","2011-04-10","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",16,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"47","njhdg","batchf_118953","2011-05-17","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",120,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"48","njhdg","batchf_118945","2011-03-06","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",20.25,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"49","njhdg","batchf_118980","2011-05-01","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",16,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"50","njhdg","batchf_118956","2011-09-12","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",26,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"51","njhdg","batchf_118944","2011-06-19","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",46,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"52","njhdg","batchf_118913","2011-09-25","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",44,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"53","njhdg","batchf_118910","2011-08-21","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",280,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"54","njhdg","batchf_118938","2011-11-02","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",21,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"55","njhdg","batchf_118969","2011-12-06","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",220,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"56","njhdg","batchf_118973","2011-10-17","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",160,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"57","njhdg","batchf_118936","2011-06-05","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",96,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"58","njhdg","batchf_118912","2011-07-10","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",18,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"59","njhdg","batchf_118901","2011-07-24","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",38,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"60","njhdg","batchf_118915","2011-08-08","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",59,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"61","njhdg","batchf_98836","2012-05-07","nj","Middle Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Lower New England / Northern Piedmont","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample",660,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
