"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","pec_pa","o157h7_pa","pec_vol","pec_molecular","pec_stx","pec_eaea","pec_rfb0157","pec_hly","pec_h7flic","lm_pa","ls_pa","lm_vol","lm_molecular_culture","lm_confirm","lm_sigb"
"13","fsl","fsl_513","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"14","fsl","fsl_512","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"15","fsl","fsl_532","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",1,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"16","fsl","fsl_531","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",1,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"17","fsl","fsl_527","2010-03-23","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"18","fsl","fsl_528","2010-05-17","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"19","fsl","fsl_496","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"20","fsl","fsl_495","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"21","fsl","fsl_497","2011-07-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"22","fsl","fsl_503","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"23","fsl","fsl_504","2011-07-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"24","fsl","fsl_502","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",1,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"25","fsl","fsl_510","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"26","fsl","fsl_511","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"27","fsl","fsl_530","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"28","fsl","fsl_529","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"29","fsl","fsl_58","2009-07-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"30","fsl","fsl_59","2009-07-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"31","fsl","fsl_61","2009-07-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"32","fsl","fsl_62","2009-10-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"33","fsl","fsl_94","2010-08-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Northeast US & Southeast Canada Atlantic Drainages","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"34","fsl","fsl_561","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"35","fsl","fsl_562","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"36","fsl","fsl_563","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"37","fsl","fsl_566","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"38","fsl","fsl_567","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"39","fsl","fsl_568","2010-06-22","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"40","fsl","fsl_907","2010-10-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","St.Lawrence","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"41","fsl","fsl_917","2010-05-23","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","St.Lawrence","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"42","fsl","fsl_920","2010-05-23","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","St.Lawrence","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"43","fsl","fsl_712","2009-08-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"44","fsl","fsl_713","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"45","fsl","fsl_724","2009-08-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"46","fsl","fsl_725","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"47","fsl","fsl_750","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"48","fsl","fsl_749","2009-08-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"49","fsl","fsl_777","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"50","fsl","fsl_776","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"51","fsl","fsl_780","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"52","fsl","fsl_789","2009-08-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"53","fsl","fsl_790","2009-10-10","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"54","fsl","fsl_727","2010-04-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"55","fsl","fsl_722","2010-06-08","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"56","fsl","fsl_717","2010-06-08","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"57","fsl","fsl_728","2010-09-13","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"58","fsl","fsl_716","2010-06-08","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
