"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc"
"11","chocnatwqx","batch_141648","2015-03-26","ok","West South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Ouachita Highlands","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Red-Sulphur","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",387.9,"idexxquantitray","mpn","mpn"
"12","chocnatwqx","batch_141647","2015-06-23","ok","West South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Ouachita Highlands","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Red-Sulphur","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",365.4,"idexxquantitray","mpn","mpn"
"13","chocnatwqx","batch_132132","2015-11-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn"
"14","chocnatwqx","batch_132135","2016-05-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",45,"idexxquantitray","mpn","mpn"
"15","chocnatwqx","batch_132144","2016-08-24","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",272.3,"idexxquantitray","mpn","mpn"
"16","chocnatwqx","batch_132145","2016-02-23","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",456.9,"idexxquantitray","mpn","mpn"
"17","chocnatwqx","batch_132137","2016-09-18","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",71.4,"idexxquantitray","mpn","mpn"
"18","chocnatwqx","batch_132141","2016-03-21","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",93.2,"idexxquantitray","mpn","mpn"
"19","chocnatwqx","batch_132138","2016-07-26","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",84.5,"idexxquantitray","mpn","mpn"
"20","chocnatwqx","batch_132133","2016-01-25","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",18.5,"idexxquantitray","mpn","mpn"
"21","chocnatwqx","batch_132136","2016-04-20","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",54.3,"idexxquantitray","mpn","mpn"
"22","chocnatwqx","batch_132140","2016-06-20","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",86.5,"idexxquantitray","mpn","mpn"
"23","chocnatwqx","batch_132142","2017-09-20","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",98.7,"idexxquantitray","mpn","mpn"
"24","chocnatwqx","batch_132143","2017-07-17","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",101.4,"idexxquantitray","mpn","mpn"
"25","chocnatwqx","batch_132139","2017-06-25","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",85.7,"idexxquantitray","mpn","mpn"
"26","chocnatwqx","batch_132134","2017-08-27","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",24.3,"idexxquantitray","mpn","mpn"
"27","chocnatwqx","batch_132125","2018-09-23","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",235.9,"idexxquantitray","mpn","mpn"
"28","chocnatwqx","batch_132121","2018-07-15","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",73.8,"idexxquantitray","mpn","mpn"
"29","chocnatwqx","batch_132146","2018-05-28","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",488.4,"idexxquantitray","mpn","mpn"
"30","chocnatwqx","batch_132118","2018-08-21","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",62,"idexxquantitray","mpn","mpn"
"31","chocnatwqx","batch_132114","2018-06-18","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",11.1,"idexxquantitray","mpn","mpn"
"32","chocnatwqx","batch_132117","2019-05-27","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",42.6,"idexxquantitray","mpn","mpn"
"33","chocnatwqx","batch_132119","2019-07-21","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",67.5,"idexxquantitray","mpn","mpn"
"34","chocnatwqx","batch_132130","2019-09-24","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",727,"idexxquantitray","mpn","mpn"
"35","chocnatwqx","batch_132120","2019-06-25","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",73.3,"idexxquantitray","mpn","mpn"
"36","chocnatwqx","batch_132116","2019-08-25","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",39.8,"idexxquantitray","mpn","mpn"
"37","chocnatwqx","batch_132128","2020-07-15","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",574.8,"idexxquantitray","mpn","mpn"
"38","chocnatwqx","batch_132131","2020-08-11","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1413.6,"idexxquantitray","mpn","mpn"
"39","chocnatwqx","batch_132124","2020-09-08","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",201.1,"idexxquantitray","mpn","mpn"
"40","chocnatwqx","batch_132122","2020-05-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",117.8,"idexxquantitray","mpn","mpn"
"41","chocnatwqx","batch_132127","2021-08-17","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",547.5,"idexxquantitray","mpn","mpn"
"42","chocnatwqx","batch_132115","2021-09-14","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",18.9,"idexxquantitray","mpn","mpn"
"43","chocnatwqx","batch_132126","2021-05-11","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",461.1,"idexxquantitray","mpn","mpn"
"44","chocnatwqx","batch_132123","2021-06-07","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",185,"idexxquantitray","mpn","mpn"
"45","chocnatwqx","batch_132129","2021-07-13","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",613.1,"idexxquantitray","mpn","mpn"
"46","chocnatwqx","batch_133271","2015-06-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",33.2,"idexxquantitray","mpn","mpn"
"47","chocnatwqx","batch_133272","2015-11-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",36.8,"idexxquantitray","mpn","mpn"
"48","chocnatwqx","batch_133268","2015-03-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",18.7,"idexxquantitray","mpn","mpn"
"49","chocnatwqx","batch_133267","2015-07-21","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",9.7,"idexxquantitray","mpn","mpn"
"50","chocnatwqx","batch_133270","2015-08-23","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",27.8,"idexxquantitray","mpn","mpn"
"51","chocnatwqx","batch_133274","2015-05-17","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",43.5,"idexxquantitray","mpn","mpn"
"52","chocnatwqx","batch_133260","2015-09-15","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1,"idexxquantitray","mpn","mpn"
"53","chocnatwqx","batch_133276","2016-06-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",116.4,"idexxquantitray","mpn","mpn"
"54","chocnatwqx","batch_133261","2016-08-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",3,"idexxquantitray","mpn","mpn"
"55","chocnatwqx","batch_133259","2016-01-24","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn"
"56","chocnatwqx","batch_133273","2016-09-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",41.3,"idexxquantitray","mpn","mpn"
"57","chocnatwqx","batch_133277","2016-07-25","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",866.4,"idexxquantitray","mpn","mpn"
"58","chocnatwqx","batch_133266","2016-02-21","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",7.4,"idexxquantitray","mpn","mpn"
"59","chocnatwqx","batch_133278","2016-05-28","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1413.6,"idexxquantitray","mpn","mpn"
"60","chocnatwqx","batch_133275","2016-04-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",44.8,"idexxquantitray","mpn","mpn"
"61","chocnatwqx","batch_133265","2016-03-20","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",6.3,"idexxquantitray","mpn","mpn"
"62","chocnatwqx","batch_133264","2017-07-16","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",6.1,"idexxquantitray","mpn","mpn"
"63","chocnatwqx","batch_133263","2017-06-28","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",4.1,"idexxquantitray","mpn","mpn"
"64","chocnatwqx","batch_133262","2017-09-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",3.02,"idexxquantitray","mpn","mpn"
"65","chocnatwqx","batch_133269","2017-08-22","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",27.5,"idexxquantitray","mpn","mpn"
"66","chocnatwqx","batch_133241","2018-06-17","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1,"idexxquantitray","mpn","mpn"
"67","chocnatwqx","batch_133254","2018-07-17","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",41.2,"idexxquantitray","mpn","mpn"
"68","chocnatwqx","batch_133248","2018-08-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",16,"idexxquantitray","mpn","mpn"
"69","chocnatwqx","batch_133242","2018-09-19","ok","West South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Central Prairie","Ouachita Mountains","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Lower Arkansas","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",1,"idexxquantitray","mpn","mpn"
