"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"47","21flmcgl","fl_1338","2005-01-02","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",36.66667,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","21flmcgl","fl_684","2005-09-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",26.66667,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","21flmcgl","fl_1050","2005-07-25","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",13.33333,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","21flmcgl","fl_453","2005-02-22","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",30,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","21flmcgl","fl_1017","2005-12-12","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",50,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","21flmcgl","fl_419","2005-11-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",20,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","21flmcgl","fl_1210","2005-03-29","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",50,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","21flmcgl","fl_526","2005-03-29","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",70,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","21flmcgl","fl_669","2005-09-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",20,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","21flmcgl","fl_626","2005-11-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",30,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","21flmcgl","fl_1063","2005-07-25","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",13.33333,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","21flmcgl","fl_1155","2005-06-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",23.33333,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","21flmcgl","fl_1243","2005-04-26","fl","South Atlantic","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Florida Peninsula","East Gulf Coastal Plain","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",20,"epa1604","directplating","directplating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
