"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"11","31delrbcwqx","batchb_92445","2005-08-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",17,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"12","31delrbcwqx","batchb_92476","2005-05-10","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",21,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"13","31delrbcwqx","batchb_86116","2005-04-04","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",0,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"14","31delrbcwqx","batchb_86158","2005-09-27","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",8,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"15","31delrbcwqx","batchb_86153","2005-09-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",14,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"16","31delrbcwqx","batchb_86220","2005-10-30","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",32,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"17","31delrbcwqx","batchb_86130","2005-04-18","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",11,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"18","31delrbcwqx","batchb_86135","2005-07-31","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",11,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"19","31delrbcwqx","batchb_86132","2005-07-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",15,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"20","31delrbcwqx","batchb_86118","2005-06-12","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",4,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"21","31delrbcwqx","batchb_86119","2005-06-26","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",13,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"22","31delrbcwqx","batchb_86156","2005-05-10","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",22,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"23","31delrbcwqx","batchb_86173","2005-05-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",14,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"24","31delrbcwqx","batchb_86174","2005-08-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",15,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"25","31delrbcwqx","batchb_20708","2005-06-26","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",14,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"26","31delrbcwqx","batchb_20730","2005-08-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",17,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"27","31delrbcwqx","batchb_20720","2005-07-31","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",6,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"28","31delrbcwqx","batchb_20727","2005-06-12","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",19,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"29","31delrbcwqx","batchb_20747","2005-09-27","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",22,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"30","31delrbcwqx","batchb_20734","2005-04-18","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",27,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"31","31delrbcwqx","batchb_20728","2005-05-10","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",24,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"32","31delrbcwqx","batchb_20713","2005-05-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",14,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"33","31delrbcwqx","batchb_20762","2005-07-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",37.5,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"34","31delrbcwqx","batchb_20789","2005-10-30","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",97,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"35","31delrbcwqx","batchb_20828","2005-09-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",0,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"36","31delrbcwqx","batchb_20795","2005-04-04","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",0,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"37","31delrbcwqx","batchb_79503","2005-05-10","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",13,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"38","31delrbcwqx","batchb_79501","2005-06-12","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",10,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"39","31delrbcwqx","batchb_79494","2005-05-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",6,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"40","31delrbcwqx","batchb_79565","2005-09-27","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",64,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"41","31delrbcwqx","batchb_79547","2005-09-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",31,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"42","31delrbcwqx","batchb_79495","2005-07-31","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",20,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"43","31delrbcwqx","batchb_79543","2005-08-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",19,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"44","31delrbcwqx","batchb_79555","2005-07-11","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",23,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"45","31delrbcwqx","batchb_79550","2005-04-18","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",40,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"46","31delrbcwqx","batchb_79496","2005-06-26","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",34,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"47","31delrbcwqx","batchb_79559","2005-10-30","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",57,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"48","31delrbcwqx","batchb_79615","2005-04-04","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",150,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"49","31delrbcwqx","batchb_65462","2005-05-22","de","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Northeast US & Southeast Canada Atlantic Drainages","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Mid-Atlantic","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver",2,"epa1103","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
